GS,IP,,Balls,Strikes,Pitches,,,FB%,SL%,CT%,CB%,CH%,SF%,KN%,FBv,SLv,CTv,CBv,CHv,SFv,KNv
23,127.2,,829,1428,2257,,,0.72,0.19,,0.00,0.09,,,93.30,82.50,,78.60,84.20,,
23,133,,911,1402,2313,,,0.60,0.31,,,0.10,,,93.30,87.20,,,84.80,,
23,127.2,,763,1292,2055,,,0.52,,0.10,0.13,0.25,,,87.80,,86.10,73.30,81.40,,
23,129,,695,1300,1995,,,0.68,,,0.24,0.09,,,92.00,,,78.80,84.40,,
24,150,,827,1553,2380,,,0.62,0.02,,0.22,0.14,0.00,,97.10,87.90,,80.70,88.30,92.00,
24,154,,762,1528,2290,,,0.33,0.22,0.11,0.07,,0.28,,91.80,83.80,88.90,76.70,,87.70,
24,128.1,,793,1425,2218,,,0.64,0.24,,0.01,0.11,,,93.60,80.80,,76.50,85.20,,
24,134.1,,765,1309,2074,,,0.56,0.14,,0.08,,0.22,,90.20,81.50,,75.30,,83.80,
24,131.1,,806,1426,2232,,,0.53,0.15,,0.16,0.17,,,91.70,87.50,,77.10,85.10,,
25,152.1,,682,1540,2222,,,0.59,,0.21,0.16,0.05,,,90.70,,87.80,76.40,84.40,,
25,134.1,,913,1465,2378,,,0.66,0.14,,0.09,0.11,,,95.40,85.80,,79.60,84.90,,
25,157,,926,1606,2532,,,0.51,0.16,0.07,0.09,0.18,,,91.90,86.20,89.90,77.80,84.60,,
25,143.2,,817,1522,2339,,,0.67,0.16,,0.14,0.03,,,92.60,85.10,,74.00,85.00,,
26,164,,889,1611,2500,,,0.64,,,0.29,0.07,,,90.90,,,81.80,85.20,,
26,144,,871,1511,2382,,,0.58,,,0.29,0.13,,,91.60,,,80.70,85.20,,
26,149,,929,1530,2459,,,0.32,0.00,0.24,0.06,0.37,,,91.40,86.90,87.20,72.80,82.20,,
26,150.1,,932,1542,2474,,,0.35,0.06,0.36,0.05,0.18,,,91.10,82.70,89.90,75.60,84.10,,
26,159,,879,1569,2448,,,0.47,0.12,,0.22,0.19,,,83.30,75.90,,67.40,75.10,,
26,144.2,,873,1566,2439,,,0.58,0.15,,0.10,,0.16,,91.10,84.70,,76.70,,84.10,
27,151.1,,752,1487,2239,,,0.56,0.18,,0.05,0.22,,,90.90,84.10,,77.70,80.80,,
27,154.1,,935,1703,2638,,,0.48,0.23,,0.09,0.20,,,96.70,84.30,,75.50,88.10,,
27,152.2,,878,1584,2462,,,0.62,,0.00,0.14,0.24,,,91.50,,88.70,76.80,81.50,,
27,160.2,,807,1741,2548,,,0.54,0.35,,,0.12,,,92.80,85.60,,,88.20,,
27,146,,914,1564,2478,,,0.57,,0.00,0.21,0.22,,,90.10,,86.70,77.10,80.30,,
27,142.1,,828,1394,2222,,,0.46,,0.26,0.08,0.20,,,89.00,,86.50,78.80,81.50,,
28,170.1,,976,1774,2750,,,0.53,,0.09,0.11,0.28,,,89.30,,87.90,77.40,78.60,,
28,169.1,,975,1780,2755,,,0.51,,0.16,0.03,0.30,,,91.30,,85.40,71.30,85.00,,
28,163.1,,1011,1640,2651,,,0.58,,0.04,0.24,0.15,,,96.40,,91.80,84.00,87.40,,
28,172,,968,1776,2744,,,0.66,0.10,,0.14,0.10,,,91.00,86.60,,75.00,82.10,,
28,148,,865,1591,2456,,,0.65,0.23,,,0.12,,,92.40,84.40,,,85.60,,
29,189.1,,906,1892,2798,,,0.61,0.14,,0.13,0.12,,,95.90,89.70,,83.90,88.40,,
29,174.2,,965,1787,2752,,,0.57,0.24,,0.02,0.17,,,95.30,85.30,,81.90,86.90,,
29,173,,943,1698,2641,,,0.47,0.03,0.21,0.16,0.14,,,89.10,80.20,87.40,74.40,82.80,,
29,169.2,,907,1723,2630,,,0.65,,0.09,0.08,0.18,,,94.30,,89.80,74.30,88.80,,
29,167.1,,956,1747,2703,,,0.56,0.22,0.03,,0.19,,,90.10,79.00,88.00,,83.80,,
29,172.1,,1039,1805,2844,,,0.60,0.18,0.06,0.04,0.11,,,89.50,81.20,87.40,73.40,84.10,,
30,191,,939,2037,2976,,,0.62,0.16,,0.10,0.13,,,95.00,89.70,,81.80,85.50,,
30,181.1,,1008,1929,2937,,,0.57,,0.13,0.13,0.17,,,94.20,,89.40,75.90,86.70,,
30,185,,1068,1980,3048,,,0.69,0.06,,0.04,0.21,,,94.80,85.60,,79.90,85.20,,
30,175.1,,1073,1873,2946,,,0.57,0.03,0.08,0.16,0.16,,,89.40,81.20,85.50,72.40,83.10,,
30,183.2,,894,1883,2777,,,0.56,0.22,,0.08,0.14,,,94.50,88.20,,83.20,88.20,,
30,192,,937,1817,2754,,,0.44,0.10,0.26,0.13,0.07,,,90.90,81.10,89.90,79.80,85.70,,
30,177.1,,993,1798,2791,,,0.60,0.17,,0.21,0.01,,,93.50,87.30,,82.90,85.50,,
30,164.2,,991,1672,2663,,,0.73,0.09,,0.03,,0.15,,93.30,83.90,,72.90,,80.90,
30,168.1,,1034,1877,2911,,,0.62,,0.08,0.15,0.15,,,91.30,,85.10,77.20,83.40,,
30,168.1,,1027,1753,2780,,,0.61,,,0.16,0.23,,,91.30,,,79.50,81.20,,
30,175,,1114,1739,2853,,,0.56,0.21,,0.12,0.09,0.03,,92.80,84.50,,77.50,84.60,85.80,
30,177.2,,1017,1901,2918,,,0.44,,0.15,0.12,0.29,,,89.40,,86.00,75.70,81.00,,
31,208,,1105,1973,3078,,,0.61,0.16,0.04,0.14,0.06,,,92.90,86.00,91.30,81.30,87.40,,
31,175.1,,1176,1877,3053,,,0.85,0.08,,0.05,0.02,,,91.70,86.50,,77.60,83.70,,
31,183,,1021,1920,2941,,,0.58,0.08,0.12,0.04,0.18,,,91.30,81.00,86.90,76.60,76.00,,
31,191.1,,966,2044,3010,,,0.64,0.17,,0.08,0.10,,,91.40,83.20,,73.20,83.00,,
31,186.2,,1148,1835,2983,,,0.47,0.33,,,0.21,,,92.50,85.00,,,84.40,,
31,208.2,,1068,2255,3323,,,0.53,0.20,,,0.28,,,94.50,78.90,,,85.80,,
31,201.2,,1053,1987,3040,,,0.44,0.06,,0.22,0.28,,,91.80,84.70,,80.20,88.10,,
31,171,,1017,1807,2824,,,0.67,0.14,,0.10,0.09,,,91.90,84.30,,78.40,85.10,,
31,180.1,,965,1751,2716,,,0.52,0.26,,0.12,0.10,,,90.70,82.00,,75.90,83.40,,
31,170.2,,951,1800,2751,,,0.53,0.36,,0.07,0.05,,,92.30,84.50,,76.80,85.00,,
31,175.2,,1084,1863,2947,,,0.66,,,0.18,0.16,,,92.00,,,78.20,84.00,,
31,177.2,,1097,1695,2792,,,0.61,0.13,,0.14,0.12,,,89.00,76.60,,74.10,82.10,,
31,184.2,,1022,1891,2913,,,0.62,0.24,,0.07,0.08,,,92.50,87.00,,79.20,85.90,,
31,184.1,,1139,1799,2938,,,0.58,0.14,,0.23,0.05,,,92.10,85.40,,78.90,84.50,,
31,192.2,,812,1870,2682,,,0.84,0.10,0.00,,0.06,,,88.30,82.20,87.70,,81.20,,
31,184.2,,1101,2008,3109,,,0.67,0.20,,0.03,0.10,,,94.80,85.80,,80.50,85.90,,
31,173,,1094,1849,2943,,,0.65,,0.08,0.14,0.13,,,91.50,,85.80,75.20,82.60,,
31,187,,1165,1894,3059,,,0.46,,0.11,0.08,,0.35,,92.70,,88.30,76.60,,83.90,
32,222.2,,1161,2078,3239,,,0.51,0.19,,0.09,0.21,,,91.80,86.90,,73.60,88.50,,
32,220.1,,1066,2322,3388,,,0.53,,0.16,0.08,0.23,,,94.20,,89.60,79.70,85.20,,
32,208,,1118,2120,3238,,,0.67,0.21,,0.08,0.04,,,95.60,87.10,,81.70,88.20,,
32,218.1,,1102,2210,3312,,,0.50,0.31,,0.17,0.02,,,92.10,86.20,,76.50,85.00,,
32,205,,1156,2029,3185,,,0.53,,0.27,0.15,0.05,,,92.00,,88.20,75.10,84.80,,
32,206.1,,1187,2186,3373,,,0.52,,0.07,0.31,0.10,,,91.60,,90.30,79.80,85.90,,
32,212,,1120,2148,3268,,,0.51,0.08,0.21,0.04,0.16,,,92.50,84.60,88.10,81.10,83.40,,
32,222,,1041,2232,3273,,,0.52,,0.28,0.16,0.05,,,92.80,,88.50,82.80,84.90,,
32,187.1,,1038,1868,2906,,,0.38,,0.41,0.14,,0.07,,86.10,,83.40,76.40,,82.00,
32,212.1,,1152,2191,3343,,,0.49,,0.15,0.12,0.24,,,92.60,,89.00,78.30,84.40,,
32,207.1,,1175,2075,3250,,,0.61,0.33,,0.06,0.00,,,95.50,87.30,,79.40,91.00,,
32,177,,1152,1965,3117,,,0.61,0.07,0.11,0.05,0.17,0.00,,90.30,79.90,86.30,74.00,83.00,72.00,
32,198.2,,961,1868,2829,,,0.51,,0.16,0.09,0.25,,,83.40,,79.40,71.30,78.60,,
32,194.2,,1231,2004,3235,,,0.58,0.19,,0.04,0.20,,,91.80,84.90,,80.70,83.80,,
32,189.2,,1058,1851,2909,,,0.63,,,0.22,0.16,,,89.10,,,80.30,82.10,,
32,203.2,,1149,2092,3241,,,0.34,0.39,,0.24,0.04,,,90.40,86.80,,72.80,82.20,,
32,180,,979,1814,2793,,,0.68,,0.05,0.07,0.20,,,88.30,,87.70,77.80,80.20,,
32,184,,1158,1902,3060,,,0.61,0.14,,0.05,0.03,0.16,,90.60,83.30,,76.00,82.30,84.90,
32,193.2,,1239,1955,3194,,,0.57,0.15,0.02,0.08,0.19,,,90.80,84.40,89.10,76.90,83.00,,
32,188.2,,1075,1939,3014,,,0.59,0.22,,0.00,0.19,,,94.30,85.80,,78.20,86.40,,
32,214,,1097,2242,3339,,,0.40,0.25,0.23,,,0.13,,94.20,85.40,92.50,,,85.00,
33,229,,1202,2236,3438,,,0.51,,0.29,0.15,0.05,,,94.60,,90.30,80.70,89.00,,
33,232.2,,1089,2303,3392,,,0.54,0.28,,0.18,0.00,,,93.60,88.10,,73.60,87.50,,
33,232,,1289,2203,3492,,,0.56,0.20,0.10,,0.14,,,89.60,79.40,86.70,,79.10,,
33,218,,988,2139,3127,,,0.68,0.23,,0.08,0.02,,,91.60,83.10,,77.70,82.90,,
33,228.2,,979,2380,3359,,,0.59,0.19,0.01,0.08,0.13,,,94.20,86.20,89.50,79.60,84.90,,
33,205.1,,1120,2127,3247,,,0.67,,0.22,0.10,0.02,,,94.00,,87.20,78.10,86.60,,
33,196,,1244,1985,3229,,,0.52,0.42,0.06,,0.00,,,92.80,86.40,90.40,,88.10,,
33,184.1,,1294,1932,3226,,,0.54,0.29,,0.12,0.05,,,90.40,87.20,,78.60,84.80,,
33,198.1,,1176,2085,3261,,,0.51,,,0.24,0.25,,,93.70,,,80.50,84.70,,
33,201.2,,1000,2103,3103,,,0.63,0.22,,0.15,0.00,,,93.00,87.70,,80.60,86.60,,
33,214.1,,1119,2145,3264,,,0.11,,,,0.02,,0.87,81.50,,,,72.00,,76.10
33,202.1,,1288,2048,3336,,,0.42,,0.19,0.19,0.21,,,91.00,,85.90,78.20,84.30,,
33,200.2,,1213,2062,3275,,,0.62,0.23,,0.08,0.08,,,91.20,80.70,,72.00,82.70,,
33,204.2,,1105,2075,3180,,,0.50,0.35,,0.08,0.07,,,88.00,82.50,,76.80,83.30,,
34,212,,1208,2241,3449,,,0.54,0.39,,,0.07,,,95.20,87.90,,,85.90,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
3492.00,20968.30,6.00,118844.00,215253.00,334097.00,95.67,15.93,69.86,15.22,7.36,13.53,15.06,2.12,0.87,91.71,84.21,87.75,77.40,84.17,83.39,76.10
,,,,,,,,,,,,,,124.02,,,,,,,
,,,,,,,,0.56,0.12,0.06,0.11,0.12,0.02,0.01,,,,,,,
