Year,FB%,SL%,CT%,CB%,CH%,SF%,KN%
2018,0.53,0,0.1,0.18,0.19,0,0
2018,0.52,0.09,0,0.2,0.19,0,0
2018,0.52,0.09,0,0.2,0.2,0,0
2018,0.5,0,0,0.31,0.2,0,0
2018,0.47,0.33,0,0,0.2,0,0
2018,0.49,0.17,0,0.13,0.21,0,0
2018,0.52,0.09,0.18,0,0.21,0,0
2018,0.47,0,0.28,0.03,0.22,0,0
2018,0.45,0,0.29,0.04,0.23,0,0
2018,0.56,0,0,0.21,0.23,0,0
2018,0.33,0,0.22,0.22,0.23,0,0
2018,0.64,0,0,0.12,0.24,0,0
2018,0.41,0.19,0,0.16,0.24,0,0
2018,0.43,0.05,0,0.28,0.24,0,0
2018,0.38,0.05,0.23,0.09,0.25,0,0
2018,0.58,0,0.05,0.13,0.25,0,0
2018,0.52,0,0,0.22,0.26,0,0
2018,0.43,0,0,0.31,0.26,0,0
2018,0.57,0.16,0,0,0.26,0,0
2018,0.42,0,0.18,0.13,0.27,0,0
2018,0.35,0,0.26,0.1,0.3,0,0
2018,0.54,0,0,0.16,0.3,0,0
2018,0.62,0,0,0.08,0.31,0,0
2018,0.55,0,0,0.13,0.32,0,0
2018,0.56,0.12,0,0,0.32,0,0
2018,0.64,0,0,0.03,0.34,0,0
2018,0.49,0,0.06,0.08,0.37,0,0
2018,0.54,0.25,0,0.21,0,0,0
