GS,IP,,Balls,Strikes,Pitches,,,FB%,SL%,CT%,CB%,CH%,SF%,KN%,FBv,SLv,CTv,CBv,CHv,SFv,KNv
29,180.1,,1092,1872,2964,,,0.33,,0.35,0.27,,0.05,,88.90,,87.10,74.80,,84.60,
29,163.2,,1014,1647,2661,,,0.52,,,0.23,0.24,,,92.00,,,78.90,85.70,,
29,162.2,,1047,1654,2701,,,0.64,0.11,,,0.25,,,90.30,84.00,,,83.40,,
29,170.1,,966,1836,2802,,,0.62,0.22,,0.08,0.08,,,88.70,83.00,,76.90,83.40,,
30,204.2,,1066,2070,3136,,,0.52,,0.16,0.10,0.23,,,92.30,,88.90,78.30,84.30,,
30,187,,869,1742,2611,,,0.64,0.12,,0.01,0.23,,,93.50,83.30,,62.10,89.10,,
30,181.1,,1085,1874,2959,,,0.65,,0.05,0.14,0.15,,,96.90,,94.30,82.80,87.50,,
30,187.2,,969,1823,2792,,,0.50,,0.24,0.17,0.09,,,88.50,,87.40,73.70,81.80,,
30,180.1,,1118,1829,2947,,,0.70,,,0.26,0.04,,,93.60,,,78.70,83.10,,
30,187,,1084,1919,3003,,,0.57,,,0.12,0.31,,,87.30,,,74.80,80.40,,
31,195.2,,1173,1946,3119,,,0.55,0.41,,,0.04,,,93.20,86.50,,,86.40,,
31,198.2,,1048,1951,2999,,,0.67,0.15,,0.08,0.10,,,91.10,83.30,,73.40,82.10,,
31,190.2,,1068,1881,2949,,,0.55,,,0.26,0.19,,,93.20,,,79.80,84.70,,
31,202.2,,1012,2007,3019,,,0.59,0.12,,0.16,0.14,,,90.40,85.30,,77.20,81.70,,
31,185.2,,998,1979,2977,,,0.66,0.16,,0.07,0.12,,,91.80,82.40,,73.90,83.50,,
31,198.1,,1021,1981,3002,,,0.46,0.30,,0.12,0.13,,,89.40,83.70,,74.50,79.20,,
31,189.1,,948,1836,2784,,,0.54,0.23,,0.08,,0.15,,89.00,83.50,,75.60,,80.90,
31,182,,1031,1810,2841,,,0.72,,0.06,0.19,0.02,,,93.50,,87.00,77.00,85.90,,
31,198,,961,2117,3078,,,0.64,0.24,,0.10,0.03,,,91.70,83.70,,78.20,83.40,,
31,196,,1088,1899,2987,,,0.52,0.33,,0.01,0.14,,,92.30,83.40,,77.50,84.50,,
31,202.1,,952,2059,3011,,,0.83,0.12,,,0.06,,,88.70,82.20,,,81.50,,
31,168,,1095,1933,3028,,,0.57,0.13,,0.06,0.24,,,90.30,83.90,,69.20,83.80,,
31,179.1,,1086,1714,2800,,,0.63,0.22,,0.03,0.13,,,91.30,84.40,,80.00,83.40,,
31,175.2,,1293,1815,3108,,,0.53,0.10,0.08,0.17,0.13,,0.00,90.80,82.00,87.90,76.50,85.20,,79.50
31,173.2,,1131,1914,3045,,,0.53,0.07,0.29,0.04,0.08,,,88.30,79.20,85.30,71.80,79.20,,
32,227,,1115,2143,3258,,,0.41,,0.30,0.28,0.02,,,90.20,,86.40,74.40,82.70,,
32,219.2,,1214,2279,3493,,,0.50,,0.31,0.16,0.03,,,91.80,,87.80,75.10,84.80,,
32,199.2,,883,2041,2924,,,0.70,0.19,,0.08,0.03,,,93.80,87.50,,79.00,86.70,,
32,202.1,,1139,2071,3210,,,0.54,0.19,,0.10,0.17,,,91.90,84.90,,71.90,87.20,,
32,200.1,,1221,2125,3346,,,0.57,,0.06,0.25,0.13,,,91.60,,90.10,80.30,85.60,,
32,194.2,,1176,1984,3160,,,0.66,0.29,,,0.05,,,94.60,86.20,,,86.00,,
32,202,,1103,1979,3082,,,0.49,,0.16,0.13,0.23,,,83.90,,80.20,71.60,78.20,,
32,196.1,,1069,1945,3014,,,0.59,,0.13,0.11,,0.17,,94.00,,88.30,77.40,,84.40,
32,192.1,,1235,1981,3216,,,0.56,0.25,,0.19,0.01,,,91.40,87.40,,79.10,85.80,,
32,209.2,,822,2224,3046,,,0.65,,0.21,0.14,0.00,,,92.10,,88.50,76.20,83.50,,
32,198.2,,1202,1990,3192,,,0.66,0.29,,,0.05,,,95.80,85.70,,,84.20,,
32,185.1,,1280,2028,3308,,,0.62,0.15,,0.16,0.07,,,95.00,89.10,,78.70,88.20,,
32,190.1,,1021,1962,2983,,,0.54,0.12,0.09,0.06,0.20,,,91.00,81.50,86.20,76.00,77.20,,
32,199,,1128,1969,3097,,,0.45,0.22,0.02,0.04,,0.27,,91.10,82.80,89.80,76.40,,86.20,
32,202.2,,1138,2087,3225,,,0.53,0.08,0.18,0.12,0.10,,,90.00,82.90,86.60,79.80,82.50,,
32,191.1,,1091,1850,2941,,,0.60,0.15,,0.22,0.03,,,92.90,86.30,,79.00,85.50,,
32,184.2,,1146,1912,3058,,,0.47,,0.21,0.19,0.14,,,90.50,,88.10,77.00,83.60,,
32,186,,1128,1968,3096,,,0.35,,0.40,0.10,,0.16,,87.70,,84.70,77.40,,82.10,
32,200,,940,2104,3044,,,0.62,,0.14,0.24,0.01,,,92.90,,91.00,81.40,87.20,,
32,184.1,,1206,1861,3067,,,0.41,0.07,0.23,0.04,0.26,,,92.30,85.60,87.70,74.10,83.00,,
32,202.2,,1143,2092,3235,,,0.54,0.18,,0.09,0.20,,,91.70,85.90,,74.60,85.80,,
32,176,,1011,1822,2833,,,0.50,0.17,,0.09,0.24,,,87.90,80.20,,67.80,79.50,,
32,184.2,,1102,1949,3051,,,0.65,0.23,,,0.12,,,92.20,84.60,,,85.30,,
32,206,,1244,2165,3409,,,0.56,0.15,,0.16,0.13,,,92.30,85.60,,79.10,83.40,,
32,199,,1138,1964,3102,,,0.45,,0.27,0.09,0.19,,,89.70,,87.20,77.50,81.40,,
32,193.2,,1203,2095,3298,,,0.44,,0.19,0.09,0.28,,,88.60,,84.20,73.50,79.90,,
33,203.2,,1289,2161,3450,,,0.79,0.10,,0.08,0.02,,,92.40,87.70,,79.40,85.10,,
33,221,,1112,2159,3271,,,0.61,0.20,,0.11,0.09,,,90.40,81.30,,73.20,81.30,,
33,217.1,,1082,2290,3372,,,0.44,0.35,,0.14,0.08,,,92.10,88.20,,76.50,83.80,,
33,219.2,,1124,2215,3339,,,0.55,0.21,0.12,,,0.12,,94.40,86.00,92.50,,,85.30,
33,219,,1229,2066,3295,,,0.56,0.09,,0.27,0.09,,,93.00,86.20,,81.30,86.20,,
33,220.1,,1231,2407,3638,,,0.55,0.14,,0.10,0.21,,,92.80,84.90,,77.40,83.90,,
33,204.1,,1216,2178,3394,,,0.54,0.17,0.12,0.11,0.06,,,89.30,80.80,87.60,74.10,83.70,,
33,201,,1204,2198,3402,,,0.62,,0.08,0.16,0.14,,,91.80,,84.80,77.40,83.50,,
33,214.1,,1145,2070,3215,,,0.51,0.11,0.21,0.11,0.06,,,90.70,81.30,89.80,79.60,84.40,,
33,201.1,,1185,2032,3217,,,0.61,0.26,,0.02,0.11,,,91.20,85.40,,77.60,82.60,,
33,199.2,,1084,2114,3198,,,0.63,0.25,,0.09,0.03,,,95.70,86.30,,75.90,87.40,,
34,236,,1159,2275,3434,,,0.43,0.08,,0.16,0.32,,,92.40,84.50,,80.20,89.30,,
34,243.2,,1279,2380,3659,,,0.47,0.10,0.23,0.05,0.15,,,93.10,85.00,88.80,81.20,84.10,,
34,235.2,,1136,2364,3500,,,0.52,,0.28,0.16,0.04,,,93.20,,88.70,82.50,84.90,,
34,215,,1093,2202,3295,,,0.61,0.01,,0.17,0.21,,,94.80,86.40,,79.90,88.20,,
34,227,,1282,2350,3632,,,0.41,,0.24,0.13,0.22,,,92.40,,86.70,79.60,85.30,,
34,248.1,,1130,2600,3730,,,0.57,,0.14,0.09,0.20,,,93.20,,86.90,79.40,84.90,,
34,207.1,,1260,2151,3411,,,0.65,,0.05,0.18,0.13,,,90.70,,85.40,75.30,82.40,,
34,213.1,,1240,2112,3352,,,0.52,0.10,,0.19,0.19,,,86.30,79.30,,69.40,77.50,,
34,215.2,,1229,2284,3513,,,0.12,,,,0.02,,0.86,81.90,,,,72.20,,76.00
34,213.2,,1358,2114,3472,,,0.59,,,0.33,0.08,,,91.70,,,81.70,86.50,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
3714.00,22754.70,6.13,129465.00,233354.00,362819.00,97.69,15.94,72.60,15.66,8.50,15.10,14.87,2.44,0.86,91.35,84.04,87.69,76.71,83.52,84.11,77.75
,,,,,,,,,,,,,,130.02,,,,,,,
,,,,,,,,0.56,0.12,0.07,0.12,0.11,0.02,0.01,,,,,,,
