GS,IP,,Balls,Strikes,Pitches,,,FB%,SL%,CT%,CB%,CH%,SF%,KN%,FBv,SLv,CTv,CBv,CHv,SFv,KNv
26,153.1,,916,1638,2554,,,0.50,,0.10,0.12,0.29,,,87.10,,85.90,75.60,80.40,,
26,153,,907,1591,2498,,,0.48,0.24,,0.11,0.17,,,87.10,81.20,,71.10,80.20,,
26,134,,910,1493,2403,,,0.51,,0.18,0.20,0.12,,,89.50,,89.00,75.90,75.80,,
26,143.1,,875,1570,2445,,,0.59,0.19,0.03,0.11,0.09,,,89.80,81.30,88.70,74.60,83.60,,
27,150.1,,1039,1582,2621,,,0.62,,,0.20,0.18,,,92.40,,,80.60,83.90,,
27,186.2,,845,1862,2707,,,0.54,,0.18,0.11,0.17,,,93.50,,88.30,79.50,83.90,,
27,155.2,,1044,1641,2685,,,0.64,,0.09,0.14,0.14,,,90.50,,86.10,74.20,82.70,,
27,152.1,,890,1575,2465,,,0.59,0.28,,0.02,0.11,,,90.30,83.40,,74.90,82.50,,
28,172.2,,877,1732,2609,,,0.57,0.13,,0.21,0.09,,,94.90,83.30,,80.80,86.70,,
28,177.2,,1037,1777,2814,,,0.55,0.03,0.17,0.13,0.12,,,91.70,82.20,86.40,72.80,86.50,,
28,170,,958,1739,2697,,,0.62,0.10,,0.08,,0.20,,91.40,84.30,,77.60,,83.30,
29,182,,1062,1912,2974,,,0.47,0.21,,0.07,0.24,,,93.00,86.20,,79.10,85.50,,
29,189.1,,1098,1855,2953,,,0.73,0.27,,,0.00,,,91.60,83.00,,,83.80,,
29,189.1,,960,1913,2873,,,0.58,0.30,,0.10,0.02,,,91.70,85.70,,79.40,83.60,,
29,158,,927,1815,2742,,,0.64,0.13,0.06,0.03,0.14,0.00,,92.50,83.40,88.80,77.20,80.30,79.30,
29,172.2,,1000,1795,2795,,,0.62,0.06,,0.17,0.16,,,91.20,84.80,,77.90,82.40,,
29,168.2,,1133,1820,2953,,,0.49,0.28,0.06,,,0.18,,89.20,83.80,87.50,,,81.00,
29,145.1,,831,1694,2525,,,0.61,0.24,,0.09,0.06,0.01,,92.40,80.80,,74.60,84.70,84.00,
29,152.2,,1066,1661,2727,,,0.73,0.10,,0.08,,0.09,,92.40,86.30,,75.60,,85.30,
30,190.1,,868,1909,2777,,,0.86,0.09,,,0.05,,,89.90,83.10,,,82.40,,
30,183,,1047,1804,2851,,,0.61,,,0.23,0.16,,,95.30,,,80.00,88.10,,
30,192,,1091,1979,3070,,,0.54,0.14,,0.10,0.22,,,90.30,81.80,,71.70,79.50,,
30,214.1,,1076,2172,3248,,,0.51,0.30,,,0.19,,,93.10,78.50,,,82.80,,
30,185.2,,962,1923,2885,,,0.64,0.20,,0.11,0.05,,,91.50,81.30,,72.90,82.00,,
30,191,,1060,1961,3021,,,0.59,,,0.35,0.06,,,92.50,,,82.60,87.70,,
30,167.2,,1058,1716,2774,,,0.51,0.14,,0.07,0.28,,,91.10,84.60,,73.50,83.00,,
30,166.1,,1111,1604,2715,,,0.65,,,0.19,0.16,,,90.40,,,79.70,81.00,,
30,185.1,,998,1898,2896,,,0.50,,0.30,0.13,0.07,,,89.00,,83.20,75.00,80.30,,
30,181.2,,1169,1824,2993,,,0.36,,0.33,0.26,,0.05,,89.90,,87.80,75.10,,84.90,
30,184.1,,1046,1876,2922,,,0.49,0.28,,0.12,0.11,,,91.20,86.50,,79.10,85.60,,
30,174,,1058,1891,2949,,,0.55,0.28,0.04,0.03,0.10,,,92.40,84.30,87.20,80.30,85.20,,
30,168.2,,952,1803,2755,,,0.40,,0.39,0.04,,0.17,,88.90,,85.50,78.20,,83.50,
30,182,,1017,1857,2874,,,0.54,,0.21,0.03,0.23,,,89.80,,86.50,77.50,82.10,,
31,201.1,,1158,2046,3204,,,0.39,0.38,,0.13,0.10,,,91.40,87.60,,76.80,84.10,,
31,222.2,,949,2304,3253,,,0.55,0.01,0.21,0.08,0.16,,,90.70,81.20,86.80,74.30,84.00,,
31,204.1,,1147,2028,3175,,,0.54,0.10,,0.13,0.23,,,91.90,84.30,,80.60,88.90,,
31,173.1,,1013,1955,2968,,,0.71,,0.04,0.18,0.06,,,93.70,,89.50,79.40,85.10,,
31,194,,1024,1978,3002,,,0.55,0.00,0.04,0.18,0.23,,,89.40,83.00,86.80,76.70,82.00,,
31,192.1,,1067,1844,2911,,,0.42,0.06,0.23,0.15,0.14,,,90.20,80.20,88.30,78.40,83.80,,
31,197.1,,1063,1899,2962,,,0.63,0.24,,0.05,0.09,,,89.80,80.50,,75.80,81.90,,
31,185.1,,1094,1827,2921,,,0.39,,0.35,0.14,0.14,,,90.50,,88.30,77.90,85.60,,
31,180.2,,1209,1839,3048,,,0.53,0.25,,0.21,0.02,,,90.70,86.20,,78.00,85.30,,
31,181.1,,1128,1961,3089,,,0.60,,0.07,0.12,0.21,,,90.30,,85.90,77.90,80.50,,
31,175.1,,1145,1787,2932,,,0.60,0.28,0.07,0.03,0.02,,,93.10,85.00,92.40,78.00,86.60,,
31,157.2,,1090,1777,2867,,,0.74,0.20,,,0.06,,,91.90,83.60,,,84.30,,
31,171.2,,1019,1827,2846,,,0.54,,0.01,0.15,0.31,,,90.50,,87.80,76.00,79.70,,
32,209.2,,1295,2156,3451,,,0.38,0.32,0.16,0.08,0.02,0.05,,92.90,81.50,89.20,75.10,85.50,89.70,
32,214.1,,1156,2232,3388,,,0.56,0.15,,0.08,0.21,,,93.30,85.10,,77.90,84.70,,
32,200,,1091,1999,3090,,,0.46,0.10,0.34,0.02,0.08,,,88.90,77.60,86.60,71.10,78.40,,
32,210.2,,1108,2131,3239,,,0.61,0.25,,0.10,0.04,,,92.60,86.10,,77.90,83.60,,
32,204.2,,1059,2067,3126,,,0.57,0.15,,0.14,0.15,,,90.40,84.40,,79.90,84.20,,
32,211,,1121,2078,3199,,,0.54,0.39,,,0.07,,,92.40,83.80,,,86.20,,
32,213.1,,973,2110,3083,,,0.64,0.20,,0.12,0.05,,,93.90,85.90,,77.30,87.20,,
32,182.2,,1203,1960,3163,,,0.54,0.25,,0.03,0.08,0.10,,91.70,83.60,,77.10,82.50,84.30,
32,201.1,,1180,2022,3202,,,0.49,0.26,0.00,0.03,,0.21,,91.50,83.70,,75.90,,86.40,
32,198.2,,1017,1996,3013,,,0.47,0.28,,0.10,0.15,,,89.60,83.90,,74.20,80.60,,
32,195.2,,1243,2072,3315,,,0.69,,,0.21,0.10,,,92.60,,,78.40,83.80,,
32,208.1,,1044,2038,3082,,,0.67,0.23,,,0.10,,,92.10,79.90,,,82.20,,
32,209,,1102,2190,3292,,,0.60,0.15,,0.12,,0.13,,94.10,88.40,,79.60,,85.90,
32,199,,1020,1965,2985,,,0.54,0.18,,0.10,0.18,,,89.30,81.90,,75.00,83.40,,
32,207.2,,1189,2149,3338,,,0.51,0.14,,0.20,0.15,,,88.80,85.50,,73.50,80.20,,
32,202,,941,1932,2873,,,0.44,0.27,0.00,0.13,0.16,,,87.20,75.00,83.60,71.90,77.50,,
32,200,,1150,2062,3212,,,0.59,0.10,0.02,0.16,0.14,,,88.90,80.60,83.50,68.20,80.90,,
32,197,,1122,1872,2994,,,0.64,0.14,,0.01,0.22,,,91.50,82.80,,76.50,81.60,,
32,183.1,,1164,1823,2987,,,0.67,0.27,,,0.07,,,94.80,84.80,,,84.30,,
32,197.2,,1258,2023,3281,,,0.50,0.18,,0.08,0.24,,,90.20,81.90,,75.60,83.50,,
32,211,,1152,2184,3336,,,0.57,0.22,,0.06,0.15,,,91.10,81.00,,76.00,84.60,,
32,183,,1272,1838,3110,,,0.56,0.13,,0.10,0.20,,,89.60,81.90,,75.00,81.80,,
32,169.1,,1169,1823,2992,,,0.54,,,0.25,0.21,,,92.50,,,79.10,83.20,,
33,236,,1142,2286,3428,,,0.61,0.25,,0.13,0.02,,,92.60,85.10,,73.70,85.20,,
33,219.2,,1004,2098,3102,,,0.53,0.18,,0.06,,0.23,,89.50,81.00,,72.20,,85.40,
33,212.1,,1381,2270,3651,,,0.50,0.18,0.11,0.15,0.06,,,91.20,82.70,88.90,77.50,85.60,,
33,213,,1140,2141,3281,,,0.63,0.24,,0.05,0.08,,,93.60,82.80,,76.00,83.20,,
33,200,,1233,2102,3335,,,0.56,,0.14,0.20,0.11,,,91.40,,88.20,79.50,85.10,,
33,202.2,,1209,2030,3239,,,0.69,0.17,,0.02,0.13,,,91.00,83.50,,76.50,82.80,,
33,220,,1111,2312,3423,,,0.50,,0.18,0.07,0.25,,,91.60,,88.30,76.60,83.30,,
33,206.1,,1254,2223,3477,,,0.62,,0.06,0.17,0.15,,,91.60,,86.60,76.60,82.90,,
33,198.1,,1153,2013,3166,,,0.44,0.27,,0.17,,0.12,,90.30,82.20,,74.50,,80.10,
33,213.1,,1273,2286,3559,,,0.52,,0.23,0.12,0.13,,,92.70,,89.80,75.80,85.40,,
33,203.2,,1121,2113,3234,,,0.49,0.17,,0.11,0.23,,,86.70,78.50,,66.20,77.30,,
33,201.2,,1213,2138,3351,,,0.73,0.13,,0.10,0.04,,,92.40,87.30,,79.10,84.80,,
33,211.2,,1233,2137,3370,,,0.59,0.20,,0.09,0.11,,,91.80,83.90,,73.90,84.10,,
33,203.2,,1215,2084,3299,,,0.46,,0.27,0.07,0.20,,,84.20,,80.40,73.00,78.60,,
33,213.2,,1285,2177,3462,,,0.53,0.18,0.11,,,0.18,,94.50,83.90,91.30,,,83.80,
34,241.2,,1149,2384,3533,,,0.41,,0.29,0.27,0.04,,,91.10,,88.00,75.10,83.90,,
34,228.2,,1367,2290,3657,,,0.41,,0.22,0.12,0.25,,,92.20,,87.10,78.90,85.00,,
34,218.1,,1256,2436,3692,,,0.56,0.13,,0.14,0.17,,,93.30,86.00,,79.00,84.00,,
34,224.2,,1212,2293,3505,,,0.12,,,,0.01,,0.87,81.90,,,,73.00,,75.60
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
3625.00,22092.50,6.09,127690.00,226991.00,354681.00,97.84,16.05,71.43,16.62,7.34,14.19,15.54,2.02,0.87,91.06,83.37,87.36,76.75,83.04,82.98,75.60
,,,,,,,,,,,,,,128.02,,,,,,,
,,,,,,,,0.56,0.13,0.06,0.11,0.12,0.02,0.01,,,,,,,
