GS,IP,,Balls,Strikes,Pitches,,,FB%,SL%,CT%,CB%,CH%,SF%,KN%,FBv,SLv,CTv,CBv,CHv,SFv,KNv
25,129.1,,810,1420,2230,,,0.58,,0.05,0.13,0.25,,,93.70,,87.10,80.80,85.50,,
25,131.1,,799,1379,2178,,,0.66,0.05,,0.23,0.06,,,94.10,88.40,,86.20,87.70,,
26,161.1,,753,1611,2364,,,0.41,0.42,,0.16,0.01,,,90.90,88.20,,73.00,84.60,,
26,129.1,,823,1348,2171,,,0.50,0.36,,,0.14,,,91.20,81.80,,,82.60,,
26,130,,783,1375,2158,,,0.64,,,0.03,0.34,,,90.40,,,76.60,79.40,,
26,135,,829,1405,2234,,,0.70,0.14,,,,0.17,,93.20,83.70,,,,86.60,
26,131.2,,933,1302,2235,,,0.47,0.33,,,0.20,,,92.00,84.50,,,85.40,,
26,141.2,,853,1525,2378,,,0.62,0.13,,0.15,0.10,,,91.10,83.50,,77.70,84.00,,
26,133.1,,795,1429,2224,,,0.56,0.22,,0.10,0.12,,,91.10,85.00,,73.30,83.00,,
27,158,,811,1714,2525,,,0.50,0.35,,,0.15,,,94.70,79.80,,,86.90,,
27,171.1,,1024,1778,2802,,,0.42,0.14,0.10,0.27,0.07,,,94.60,82.20,86.90,79.20,87.00,,
27,160.2,,768,1603,2371,,,0.56,0.12,,,0.32,,,90.50,78.00,,,82.40,,
27,148.1,,788,1451,2239,,,0.35,0.00,0.26,0.10,0.30,,,86.30,79.00,83.50,72.60,77.90,,
27,148,,806,1570,2376,,,0.43,,,0.31,0.26,,,89.90,,,82.40,83.80,,
27,156,,784,1614,2398,,,0.26,0.34,0.05,0.04,0.01,0.30,,91.70,83.50,89.20,76.90,84.80,87.00,
27,148.1,,880,1625,2505,,,0.47,0.42,,0.02,0.10,,,94.70,88.00,,82.10,87.60,,
27,158.2,,888,1499,2387,,,0.66,0.28,,,0.06,,,90.10,80.80,,,84.20,,
28,151,,961,1626,2587,,,0.56,0.30,,0.11,0.03,,,92.70,83.70,,77.20,85.70,,
28,160.1,,837,1766,2603,,,0.64,,0.14,0.22,0.00,,,95.40,,89.00,81.20,86.20,,
28,157,,900,1652,2552,,,0.49,0.21,,0.11,0.19,,,92.80,87.40,,80.50,85.80,,
28,149,,822,1609,2431,,,0.59,0.24,,0.06,0.11,,,94.10,88.60,,82.90,87.20,,
28,155,,1057,1728,2785,,,0.56,0.16,,0.09,0.19,,,93.10,83.40,,76.20,83.70,,
28,152.1,,879,1558,2437,,,0.52,,,0.22,0.26,,,92.00,,,81.60,86.50,,
28,153,,1037,1612,2649,,,0.60,0.14,,0.13,0.13,,,92.40,85.70,,80.90,83.70,,
28,143.2,,885,1615,2500,,,0.49,,0.06,0.08,0.37,,,88.60,,85.00,76.70,76.80,,
28,150,,927,1551,2478,,,0.43,0.05,0.00,0.28,0.24,,,89.30,82.40,86.00,78.90,85.00,,
29,182.1,,991,1892,2883,,,0.58,0.19,,0.11,0.04,0.08,,95.90,90.90,,79.20,87.80,89.60,
29,40,,250,427,677,,,0.61,0.25,,,,0.14,,97.80,89.10,,,,87.90,
29,153,,855,1652,2507,,,0.17,0.31,0.42,,0.10,,,90.30,80.00,89.00,,83.40,,
29,166.2,,825,1739,2564,,,0.33,,0.22,0.22,0.23,,,90.10,,87.10,78.10,83.60,,
29,161,,911,1618,2529,,,0.67,,,0.21,0.12,,,92.90,,,80.60,86.60,,
29,160.1,,886,1606,2492,,,0.51,0.24,,0.13,0.12,,,92.20,88.60,,76.90,86.00,,
29,149.1,,1121,1700,2821,,,0.78,0.11,,0.09,0.02,,,93.10,87.40,,80.10,85.30,,
30,167,,977,1711,2688,,,0.58,,0.06,0.29,0.06,,,95.70,,88.50,79.70,87.40,,
30,168.2,,916,1714,2630,,,0.48,0.07,0.11,0.16,0.18,,,89.40,82.70,87.00,72.50,83.30,,
30,186.2,,948,1927,2875,,,0.45,0.27,,0.13,0.16,,,93.40,84.30,,81.80,88.00,,
30,176,,940,1776,2716,,,0.47,,0.28,0.03,0.22,,,92.70,,88.70,79.10,85.30,,
30,161.2,,995,1759,2754,,,0.57,0.15,,0.20,0.08,,,91.50,81.30,,79.10,83.00,,
30,163.1,,1129,1777,2906,,,0.62,0.04,,0.14,0.19,,,93.00,80.40,,76.80,86.30,,
30,158,,946,1656,2602,,,0.53,,0.10,0.18,0.19,,,92.40,,88.70,76.70,82.20,,
30,154,,993,1700,2693,,,0.60,0.08,,0.16,0.16,,,93.40,88.30,,78.60,84.20,,
30,180,,932,1823,2755,,,0.58,0.25,,,0.17,,,92.00,78.60,,,83.40,,
30,180,,1094,1854,2948,,,0.59,0.12,0.02,0.14,0.12,,,91.50,85.00,89.30,74.70,83.40,,
30,177,,1001,1837,2838,,,0.53,0.39,,0.02,0.06,,,91.10,81.90,,78.50,84.80,,
30,145.2,,867,1584,2451,,,0.64,0.16,,0.15,0.05,,,93.80,84.90,,81.40,88.10,,
31,180.2,,1103,1815,2918,,,0.52,0.09,,0.20,0.19,,,95.80,88.10,,81.30,87.50,,
31,183,,1125,1916,3041,,,0.56,0.27,,0.10,0.06,,,96.40,86.80,,80.10,87.80,,
31,170.2,,991,1732,2723,,,0.70,0.15,,0.00,0.15,,,90.50,81.50,,74.60,83.20,,
31,177.2,,1086,1965,3051,,,0.73,0.13,,0.02,0.12,,,92.00,85.40,,75.90,86.00,,
31,183.2,,1045,1959,3004,,,0.59,0.14,,,0.05,0.22,,93.60,81.50,,,82.00,82.80,
31,175.2,,1089,1713,2802,,,0.62,0.22,,0.07,0.10,,,89.80,80.20,,72.50,82.60,,
31,172.2,,987,1773,2760,,,0.56,,0.24,0.10,0.11,,,93.00,,89.40,80.80,88.10,,
31,174,,1043,1733,2776,,,0.59,0.23,,,0.18,,,95.80,86.30,,,89.80,,
31,169.2,,963,1815,2778,,,0.57,0.16,,,0.26,,,95.80,83.60,,,86.30,,
31,185.2,,901,1897,2798,,,0.38,0.12,0.22,0.10,0.18,,,88.70,80.20,87.30,78.40,83.60,,
31,170.1,,1051,1809,2860,,,0.49,0.31,,0.12,0.08,,,90.40,80.60,,72.10,78.40,,
31,172.1,,1008,1792,2800,,,0.50,0.34,,0.15,0.02,,,94.80,87.90,,79.70,86.60,,
31,171.2,,948,1896,2844,,,0.56,0.25,,0.09,0.10,,,91.60,81.40,,74.50,83.70,,
32,217,,999,2213,3212,,,0.52,0.24,,0.08,0.16,,,96.00,91.10,,82.70,89.00,,
32,200.2,,923,2081,3004,,,0.49,0.26,,0.21,0.03,0.01,,93.90,88.10,,78.50,88.20,89.20,
32,200.1,,1064,2193,3257,,,0.56,0.20,,0.19,0.05,,,96.60,88.80,,82.50,87.80,,
32,200,,1168,2097,3265,,,0.53,0.21,,0.12,0.14,,,93.60,79.50,,75.50,87.60,,
32,191,,993,1967,2960,,,0.58,0.18,,0.20,0.05,,,95.20,89.80,,82.30,87.90,,
32,181.2,,1201,1920,3121,,,0.50,,0.25,0.16,0.09,,,91.00,,88.10,74.80,85.00,,
32,191.1,,1036,2116,3152,,,0.50,0.36,,,0.14,,,97.60,88.10,,,88.10,,
32,196.2,,1289,1954,3243,,,0.58,0.21,,0.10,0.11,,,93.00,85.50,,80.80,85.60,,
32,190.2,,1112,1949,3061,,,0.45,,0.23,0.13,0.19,,,92.10,,87.00,78.80,83.40,,
32,192.1,,1096,1972,3068,,,0.61,,,0.31,0.09,,,93.20,,,81.80,83.80,,
32,188.2,,1136,1948,3084,,,0.61,0.18,,0.06,0.16,,,95.50,83.90,,75.80,83.60,,
32,174.1,,1114,1794,2908,,,0.68,,,0.25,0.07,,,91.60,,,76.20,86.30,,
32,171,,1201,1821,3022,,,0.56,,,0.21,0.23,,,89.80,,,75.80,82.80,,
32,164.1,,1189,1888,3077,,,0.55,0.17,0.06,0.05,0.17,,,91.10,82.90,85.80,72.50,84.30,,
32,176,,983,1870,2853,,,0.45,,0.29,0.04,0.23,,,91.80,,87.70,73.80,81.30,,
32,177.1,,1136,1849,2985,,,0.32,,0.22,0.40,0.05,,,89.90,,88.90,81.50,81.20,,
32,163,,973,1854,2827,,,0.59,0.17,,0.22,0.02,,,94.80,85.00,,80.10,87.10,,
32,173.1,,1189,1818,3007,,,0.59,0.15,,0.10,0.16,,,92.40,84.00,,78.60,81.80,,
33,212.1,,1049,2163,3212,,,0.50,,,0.31,0.20,,,92.40,,,78.00,84.80,,
33,220.2,,1087,2406,3493,,,0.50,0.16,0.10,0.08,0.16,,,94.40,85.20,88.60,78.40,84.00,,
33,202.1,,1181,2069,3250,,,0.52,0.05,0.29,,0.14,,,91.60,80.00,85.80,,85.60,,
33,215,,1063,2118,3181,,,0.42,,0.29,0.23,0.06,,,92.00,,88.50,83.80,85.20,,
33,200,,1122,2020,3142,,,0.49,0.41,,0.09,0.01,,,90.80,81.70,,72.50,81.10,,
33,207.2,,1130,2082,3212,,,0.49,0.17,,0.13,0.21,,,89.60,83.40,,70.50,86.60,,
33,199,,1028,2023,3051,,,0.62,,,0.08,0.31,,,86.90,,,71.90,78.70,,
33,196,,1061,2060,3121,,,0.55,0.16,,0.22,0.06,,,95.20,85.60,,82.00,85.80,,
33,191.1,,1047,2049,3096,,,0.50,0.24,,0.14,0.12,,,90.40,86.00,,74.80,81.50,,
33,204,,1278,2000,3278,,,0.36,,0.24,0.22,0.18,,,89.40,,86.40,76.70,83.40,,
34,214,,1063,2364,3427,,,0.61,0.22,0.01,0.14,0.02,,,95.10,86.50,91.20,79.60,87.40,,
34,204.2,,1249,2061,3310,,,0.53,0.18,0.16,,0.13,,,89.30,78.70,86.40,,79.70,,
35,192.2,,1112,1896,3008,,,0.48,0.44,0.00,0.01,0.02,0.05,,90.10,79.40,87.00,75.50,82.80,86.30,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
3454.00,19343.20,5.60,112854.00,203140.00,315994.00,91.49,16.34,66.05,19.52,6.43,14.87,15.75,1.40,0.00,92.42,84.48,88.06,78.28,84.89,86.90,0.00
,,,,,,,,,,,,,,124.02,,,,,,,
,,,,,,,,0.53,0.16,0.05,0.12,0.13,0.01,0.00,,,,,,,
