GS,IP,,Balls,Strikes,Pitches,,,FB%,SL%,CT%,CB%,CH%,SF%,KN%,FBv,SLv,CTv,CBv,CHv,SFv,KNv
24,136.1,,891,1559,2450,,,0.65,0.11,0.05,,0.18,,,93.30,84.10,88.40,,86.20,,
24,128,,804,1329,2133,,,0.50,0.17,,0.33,0.01,,,90.40,84.70,,76.30,80.90,,
24,149.2,,829,1481,2310,,,0.60,0.05,,0.11,0.24,,,90.00,79.30,,76.30,80.20,,
24,129,,804,1369,2173,,,0.47,,0.23,0.09,0.22,,,93.00,,88.40,77.30,77.80,,
25,141.1,,818,1436,2254,,,0.53,,0.13,0.18,0.16,,,93.10,,89.40,78.30,83.70,,
25,147,,718,1479,2197,,,0.50,,,0.24,0.26,,,91.80,,,83.40,85.00,,
25,135.2,,737,1487,2224,,,0.54,0.04,0.04,0.38,0.00,,,89.00,75.80,85.10,73.80,83.40,,
25,153.1,,927,1494,2421,,,0.33,,0.24,0.35,0.08,,,91.90,,89.90,83.40,84.00,,
25,145.1,,905,1582,2487,,,0.70,0.12,,0.05,0.12,,,91.80,86.00,,76.90,86.50,,
25,146.2,,867,1520,2387,,,0.54,,0.11,0.28,0.06,,,95.00,,87.90,80.50,86.30,,
25,164.2,,883,1596,2479,,,0.59,0.21,,0.01,0.19,,,95.80,89.40,,78.60,87.80,,
25,144.1,,877,1482,2359,,,0.61,,,0.30,0.09,,,93.40,,,81.20,83.50,,
25,138.2,,796,1423,2219,,,0.72,0.16,,0.02,0.10,,,92.00,84.00,,76.80,85.20,,
25,126.1,,708,1350,2058,,,0.43,0.25,0.09,0.14,0.09,,,91.50,84.00,87.60,75.00,83.50,,
25,133.2,,841,1481,2322,,,0.64,,,0.26,0.10,,,95.30,,,81.30,88.10,,
25,147.1,,920,1613,2533,,,0.51,0.07,0.20,0.03,0.20,,,91.30,83.80,85.50,82.20,81.80,,
25,136.1,,950,1323,2273,,,0.65,,0.20,0.11,0.05,,,94.60,,89.40,79.10,87.40,,
25,133.2,,837,1489,2326,,,0.51,0.11,,0.18,0.21,,,92.00,86.10,,74.70,81.00,,
25,125,,909,1376,2285,,,0.57,0.18,0.01,0.04,0.03,0.18,,90.50,82.20,89.20,74.90,81.90,84.20,
26,141,,671,1417,2088,,,0.36,,0.35,0.24,0.05,,,87.70,,85.50,74.40,83.20,,
26,133.2,,970,1451,2421,,,0.55,0.14,,0.22,0.10,,,91.10,81.10,,77.80,83.10,,
26,133,,900,1539,2439,,,0.66,0.15,,0.15,0.04,,,94.40,83.40,,79.30,86.70,,
27,175,,792,1729,2521,,,0.47,0.35,,0.17,0.01,,,92.70,88.50,,73.30,85.90,,
27,168,,912,1753,2665,,,0.54,,,0.31,0.16,,,92.00,,,77.50,83.90,,
27,162.1,,1014,1650,2664,,,0.55,0.16,,0.14,0.15,,,93.00,85.30,,81.10,90.10,,
27,148.2,,852,1488,2340,,,0.24,0.31,0.30,,0.15,,,90.90,79.60,89.90,,83.90,,
27,157,,913,1517,2430,,,0.61,0.14,,0.07,0.19,,,90.70,82.30,,74.30,83.20,,
27,156,,882,1649,2531,,,0.50,0.21,,0.17,,0.13,,91.00,86.50,,77.40,,84.30,
28,175.1,,898,1844,2742,,,0.52,0.07,,0.23,0.19,,,95.60,90.20,,82.40,88.70,,
28,162,,1010,1705,2715,,,0.59,0.18,,0.22,0.01,,,94.30,85.10,,82.00,85.00,,
28,166.2,,1008,1628,2636,,,0.65,0.12,,0.08,0.14,,,93.40,88.50,,81.80,85.10,,
28,157.1,,1023,1720,2743,,,0.59,0.15,,0.13,0.14,,,93.80,86.50,,75.70,88.30,,
28,154.1,,1055,1593,2648,,,0.56,0.24,,,0.20,,,95.40,84.90,,,88.20,,
28,143.1,,1021,1606,2627,,,0.49,0.11,0.12,0.06,0.23,,,91.60,82.40,86.60,72.10,84.10,,
28,149.2,,953,1513,2466,,,0.64,0.04,0.25,,0.07,,,92.00,80.50,86.20,,86.20,,
28,169.2,,988,1831,2819,,,0.54,0.22,,0.10,0.14,,,92.20,83.10,,74.50,83.70,,
28,152,,1029,1707,2736,,,0.61,0.21,,0.13,0.05,,,95.30,86.10,,79.70,86.20,,
28,152.1,,949,1660,2609,,,0.48,0.05,0.10,0.19,0.18,,,89.70,82.00,87.20,73.90,82.50,,
28,143,,741,1545,2286,,,0.83,0.07,0.00,,0.10,,,87.80,81.50,86.40,,81.20,,
29,203.2,,940,2005,2945,,,0.43,,0.24,0.27,0.07,,,92.60,,89.00,84.40,85.80,,
29,175.1,,910,1842,2752,,,0.61,0.16,,0.20,0.03,,,93.90,88.40,,84.50,87.40,,
29,179.1,,1029,1820,2849,,,0.52,,,0.34,0.14,,,91.70,,,80.60,85.60,,
29,155.1,,908,1619,2527,,,0.42,0.13,,0.26,0.19,,,92.00,85.90,,80.50,84.40,,
29,158.2,,954,1734,2688,,,0.58,0.18,,,0.24,,,91.60,80.00,,,83.40,,
29,162,,913,1748,2661,,,0.66,0.04,,0.25,0.05,,,95.00,86.60,,80.70,85.80,,
29,163.2,,961,1597,2558,,,0.63,0.32,,,0.06,,,94.20,84.50,,,87.50,,
29,158,,982,1632,2614,,,0.58,0.05,,,0.16,0.21,,92.00,82.10,,,83.60,80.60,
29,158,,1000,1610,2610,,,0.58,0.18,,0.10,0.14,,,92.00,84.00,,79.50,84.00,,
29,160,,905,1739,2644,,,0.54,0.24,,0.16,0.06,,,92.20,87.00,,80.80,86.40,,
30,168.1,,1025,1718,2743,,,0.64,,0.14,0.14,0.08,,,92.10,,87.80,78.70,87.20,,
30,165.2,,936,1754,2690,,,0.53,,0.17,0.12,0.18,,,95.10,,90.70,76.30,87.70,,
30,169.2,,988,1763,2751,,,0.52,0.35,,0.08,0.05,,,90.90,82.50,,77.50,83.30,,
30,175.1,,1158,1950,3108,,,0.57,0.16,,0.15,0.12,,,92.20,85.70,,75.80,83.70,,
30,178.1,,937,1873,2810,,,0.28,0.31,0.10,0.06,,0.26,,92.20,84.70,89.70,77.00,,87.80,
30,154,,984,1657,2641,,,0.62,,0.12,0.16,0.11,,,91.90,,85.80,77.80,84.80,,
30,164,,967,1651,2618,,,0.46,,0.12,0.13,0.30,,,90.20,,86.90,76.60,81.30,,
31,200.2,,997,2114,3111,,,0.49,0.29,,0.08,0.14,,,94.10,86.20,,77.40,84.70,,
31,193.1,,1031,2051,3082,,,0.51,0.35,,,0.14,,,97.60,88.40,,,87.30,,
31,201.1,,1036,2132,3168,,,0.55,0.23,,0.10,0.12,,,95.20,89.30,,81.20,87.70,,
31,186.2,,1080,1974,3054,,,0.52,0.25,0.15,0.06,0.02,0.00,,94.20,82.60,88.80,73.30,88.10,90.00,
31,186,,948,1831,2779,,,0.46,0.14,0.22,0.07,0.11,,,90.10,80.90,88.90,78.30,84.20,,
31,187,,897,1780,2677,,,0.68,,,0.22,0.10,,,92.80,,,80.50,86.30,,
31,175.2,,1217,1922,3139,,,0.49,0.04,0.09,0.30,0.06,0.01,,94.00,84.10,87.40,78.50,87.20,85.60,
31,190,,994,1930,2924,,,0.18,,,0.00,0.04,,0.79,83.40,,,70.00,71.90,,77.20
31,157.1,,1034,1653,2687,,,0.64,0.21,,0.06,0.10,,,95.50,88.50,,82.40,88.80,,
31,172.1,,1008,1849,2857,,,0.52,,0.15,0.18,0.16,,,92.00,,89.20,81.10,83.10,,
32,214.1,,1085,2343,3428,,,0.49,0.33,,,0.18,,,94.40,79.70,,,86.60,,
32,201,,1340,2024,3364,,,0.57,,,0.25,0.19,,,89.90,,,74.80,83.10,,
32,202.1,,1123,2040,3163,,,0.48,0.23,,0.13,0.16,,,91.00,84.20,,74.10,87.40,,
32,200,,1046,2012,3058,,,0.48,0.20,,0.15,0.17,,,94.30,85.50,,82.90,88.60,,
32,173.2,,1156,1924,3080,,,0.55,,0.07,0.37,0.02,,,91.30,,86.70,79.40,81.10,,
32,205,,1084,2048,3132,,,0.56,0.27,,0.01,0.16,,,95.60,85.20,,80.30,87.70,,
32,180.1,,1093,1844,2937,,,0.54,0.35,0.01,0.05,0.06,,,91.40,80.20,89.40,76.10,83.50,,
32,187,,1093,1950,3043,,,0.54,0.38,,,0.09,,,92.40,81.20,,,83.50,,
32,188.2,,1202,1974,3176,,,0.63,,,0.28,0.09,,,92.10,,,77.10,86.10,,
32,179.2,,1086,1839,2925,,,0.47,,,0.20,0.33,,,85.60,,,72.20,79.50,,
32,180.2,,1186,1945,3131,,,0.51,,0.28,0.13,0.09,,,91.10,,87.60,75.50,84.60,,
32,207.2,,1080,2193,3273,,,0.47,0.22,0.09,0.15,,0.08,,94.30,88.40,92.80,80.80,,85.70,
32,188.1,,1067,2007,3074,,,0.65,0.19,,0.09,0.07,,,91.40,82.50,,73.20,82.00,,
32,197.1,,1053,1992,3045,,,0.69,0.19,0.01,,0.11,,,90.70,81.20,86.30,,83.90,,
32,185,,1191,1906,3097,,,0.59,0.10,,0.11,0.20,,,93.10,84.40,,79.30,84.70,,
32,180.1,,1068,1961,3029,,,0.50,0.37,,0.10,0.04,,,92.10,84.90,,77.50,85.00,,
32,157.1,,1296,1758,3054,,,0.53,0.14,0.12,0.10,0.11,,,91.00,84.10,88.50,76.90,83.10,,
33,201,,1169,1974,3143,,,0.62,0.24,0.02,0.06,0.06,,,93.30,86.70,90.50,82.60,82.60,,
33,211.1,,1185,2050,3235,,,0.53,0.37,,,0.11,,,92.90,84.50,,,85.90,,
33,206,,1218,2313,3531,,,0.58,0.22,0.00,0.16,0.04,,,95.20,88.20,91.70,80.50,87.50,,
33,186.1,,1258,1893,3151,,,0.81,0.12,,0.05,0.03,,,91.80,87.10,,78.80,84.20,,
33,191.1,,1159,1930,3089,,,0.58,,0.13,0.15,0.14,,,89.70,,86.40,73.50,79.40,,
33,203,,1153,2145,3298,,,0.60,0.17,,0.12,0.11,,,96.00,88.30,,80.40,88.70,,
33,181.2,,1078,2007,3085,,,0.51,0.30,,0.03,0.17,,,90.30,83.70,,73.40,83.30,,
33,203.1,,1109,2274,3383,,,0.60,0.17,,0.16,0.08,,,91.10,85.60,,74.70,80.30,,
33,181,,1195,1896,3091,,,0.48,0.27,,0.09,,0.15,,90.90,81.10,,73.70,,81.00,
33,186,,1144,2102,3246,,,0.54,,0.07,0.08,0.32,,,89.90,,86.60,77.60,77.60,,
34,201,,1212,2194,3406,,,0.48,0.44,,,0.08,,,95.50,88.90,,,85.80,,
34,186.2,,1240,2117,3357,,,0.64,0.14,,0.01,0.02,0.18,,95.00,83.20,,79.20,85.10,85.10,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
3383.00,19323.80,5.71,115610.00,202822.00,318432.00,94.13,16.48,66.62,17.30,6.98,15.86,14.10,1.39,0.79,92.25,84.37,88.04,77.69,84.46,84.55,77.20
,,,,,,,,,,,,,,123.04,,,,,,,
,,,,,,,,0.54,0.14,0.06,0.13,0.11,0.01,0.01,,,,,,,
